"FLWS_nasdaq","Florists"
"CMCSK_nasdaq","Broadcasting - NEC"
"CBSH_nasdaq","Banks - NEC"
"CVGI_nasdaq","Automotive Body Parts"
"CTCH_nasdaq","Application Software"
"JCS_nasdaq","Communications &amp; Networking - NEC"
"CBIN_nasdaq","Banks - NEC"
"ESXB_nasdaq","Commercial Banks"
"CPBC_nasdaq","Commercial Banks"
"CTBI_nasdaq","Banks - NEC"
"CWBC_nasdaq","Commercial Banks"
"CVLT_nasdaq","Software - NEC"
"GSJK_nasdaq","Oil Related Services and Equipment - NEC"
"CGEN_nasdaq","Biotechnology &amp; Medical Research - NEC"
"CPSI_nasdaq","IT Services &amp; Consulting - NEC"
"CTGX_nasdaq","Enterprise Software"
"CPWR_nasdaq","Server &amp; Database Software"
"SCOR_nasdaq","Market Research"
"CHCI_nasdaq","Real Estate Development &amp; Operations - NEC"
"CMTL_nasdaq","Communications &amp; Networking - NEC"
"CNSI_nasdaq","IT Services &amp; Consulting - NEC"
"CPTS_nasdaq","Diagnostic &amp; Testing Substances"
"CNQR_nasdaq","Software - NEC"
"CCUR_nasdaq","IT Services &amp; Consulting - NEC"
"CNMD_nasdaq","Medical Equipment, Supplies &amp; Distribution - NEC"
"CTWS_nasdaq","Water Supply &amp; Irrigation Systems"
"CNOB_nasdaq","Banks - NEC"
"CONN_nasdaq","Consumer Electronics Retailers"
"CNSL_nasdaq","Telecommunications Resellers"
"CWCO_nasdaq","Water Supply &amp; Irrigation Systems"
"CTCT_nasdaq","Enterprise Software"
"CPSS_nasdaq","Consumer Credit Cards Services"
"CPNO_nasdaq","Natural Gas Pipeline"
"CPRT_nasdaq","Used Car Dealers"
"CORT_nasdaq","Bio Therapeutic Drugs"
"CORE_nasdaq","Supermarkets &amp; Convenience Stores"
"COCO_nasdaq","General Education Services"
"CSOD_nasdaq","Cloud Computing Services"
"CRTX_nasdaq","Generic Pharmaceuticals"
"CNDO_nasdaq","Biopharmaceuticals"
"CRVL_nasdaq","Ambulance &amp; Emergency Services"
"COSI_nasdaq","Restaurants &amp; Bars - NEC"
"CSGP_nasdaq","Real Estate Services - NEC"
"COST_nasdaq","Discount Stores - NEC"
"CPAH_nasdaq","Software - NEC"
"CRRC_nasdaq","Book Printing Services"
"CVTI_nasdaq","Ground Freight &amp; Logistics - NEC"
"COWN_nasdaq","Investment Banking &amp; Brokerage Services - NEC"
"CRAI_nasdaq","Legal Services"
"CBRL_nasdaq","Restaurants &amp; Bars - NEC"
"BREW_nasdaq","Craft &amp; Micro Brewers"
"CRAY_nasdaq","Scientific &amp; Super Computers"
"CACC_nasdaq","Consumer Leasing"
"CREE_nasdaq","Semiconductors - NEC"
"CRESY_nasdaq","Real Estate Development &amp; Operations - NEC"
"CXPO_nasdaq","Oil &amp; Gas Exploration and Production - NEC"
"CROX_nasdaq","Footwear - NEC"
"ATX_nasdaq","Business Support Supplies - NEC"
"CCRN_nasdaq","Employment Services - NEC"
"XTXI_nasdaq","Oil &amp; Gas Refining and Marketing - NEC"
"XTEX_nasdaq","Natural Gas Utilities - NEC"
"CRWS_nasdaq","Juvenile Furniture"
"CRWN_nasdaq","Cable Service Providers"
"CRMB_nasdaq","Food Retail &amp; Distribution - NEC"
"CSGS_nasdaq","IT Services &amp; Consulting - NEC"
"CSPI_nasdaq","IT Services &amp; Consulting - NEC"
"CTCM_nasdaq","Television Broadcasting"
"CTIB_nasdaq","Tires &amp; Rubber Products - NEC"
"CTRP_nasdaq","Travel Agents"
"CUNB_nasdaq","Banks - NEC"
"CBST_nasdaq","Biopharmaceuticals"
"CUI_nasdaq","Electronic Repair Services"
"CPIX_nasdaq","Generic Pharmaceuticals"
"CMLS_nasdaq","Radio Broadcasting"
"CRIS_nasdaq","Biotechnology &amp; Medical Research - NEC"
"CUTR_nasdaq","Laser Equipment"
"CVBF_nasdaq","Banks - NEC"
"CVV_nasdaq","Industrial Machinery"
"CYAN_nasdaq","Biopharmaceuticals"
"CYBX_nasdaq","Advanced Medical Equipment Wholesale"
"CYBE_nasdaq","Glasses, Spectacles &amp; Contact lenses"
"CYCC_nasdaq","Bio Therapeutic Drugs"
"CYMI_nasdaq","Semiconductors - NEC"
"CYNO_nasdaq","Advanced Medical Equipment &amp; Technology - NEC"
"CY_nasdaq","Semiconductors - NEC"
"CONE_nasdaq","IT Services &amp; Consulting - NEC"
"CYTK_nasdaq","Bio Therapeutic Drugs"
"CYTX_nasdaq","Medical Equipment, Supplies &amp; Distribution - NEC"
"CYTR_nasdaq","Biotechnology &amp; Medical Research - NEC"
"DAEG_nasdaq","Application Software"
"DJCO_nasdaq","Newspaper Publishing"
"DAKT_nasdaq","Display Screens"
"DARA_nasdaq","Specialty &amp; Advanced Pharmaceuticals"
"DAIO_nasdaq","Computer Programming"
"DTLK_nasdaq","IT Services &amp; Consulting - NEC"
"DRAM_nasdaq","Storage Devices"
"DWCH_nasdaq","Enterprise Software"
"DWSN_nasdaq","Oil Related - Surveying &amp; Mapping Services"
"TRAK_nasdaq","Business Support Services - NEC"
"DECK_nasdaq","Footwear - NEC"
"DHRM_nasdaq","Medical Equipment, Supplies &amp; Distribution - NEC"
"DFRG_nasdaq","Restaurants &amp; Bars - NEC"
"DCTH_nasdaq","Medical Prosthetics"
"DLIA_nasdaq","Apparel &amp; Accessories Retailers - NEC"
"DELL_nasdaq","Computer Hardware - NEC"
"DGAS_nasdaq","Natural Gas Distribution"
"DNDN_nasdaq","Biotechnology &amp; Medical Research - NEC"
"DENN_nasdaq","Restaurants &amp; Bars - NEC"
"XRAY_nasdaq","Medical Equipment, Supplies &amp; Distribution - NEC"
"DEPO_nasdaq","Generic Pharmaceuticals"
"DSCI_nasdaq","Advanced Medical Equipment &amp; Technology - NEC"
"DEST_nasdaq","Women&#39;s Clothing"
"DXLG_nasdaq","Men&#39;s Apparel Retailers"
"DSWL_nasdaq","Electronic Component"
"DXCM_nasdaq","Medical Equipment, Supplies &amp; Distribution - NEC"
"DLLR_nasdaq","Commercial Banks"
"DMND_nasdaq","Snack Food &amp; Non-chocolate Confectionary"
"DHIL_nasdaq","Investment Banking"
"FANG_nasdaq","Oil &amp; Gas Exploration and Production - NEC"
"DCIX_nasdaq","Deep Sea Freight"
"DGII_nasdaq","Communications &amp; Networking - NEC"
"DMRC_nasdaq","IT Services &amp; Consulting - NEC"
"DRAD_nasdaq","Advanced Medical Equipment &amp; Technology - NEC"
"DGLY_nasdaq","Security &amp; Surveillance"
"DCIN_nasdaq","Leisure &amp; Recreation - NEC"
"DGIT_nasdaq","Satellite Service Operators"
"DRIV_nasdaq","Computer Hardware - NEC"
"DCOM_nasdaq","Commercial Banks"
"DIOD_nasdaq","Semiconductors - NEC"
"DISCA_nasdaq","Television Broadcasting"
"DISCB_nasdaq","Television Broadcasting"
"DISCK_nasdaq","Television Broadcasting"
"DSCO_nasdaq","Biotechnology &amp; Medical Research - NEC"
"DISH_nasdaq","Cable Service Providers"
"DVCR_nasdaq","Healthcare Facilities &amp; Services - NEC"
"BAGR_nasdaq","Restaurants &amp; Bars - NEC"
"DNBF_nasdaq","Commercial Banks"
"DLTR_nasdaq","Discount Stores without groceries"
"DGICA_nasdaq","Property &amp; Casualty Insurance - NEC"
"DGICB_nasdaq","Property &amp; Casualty Insurance - NEC"
"DMLP_nasdaq","Integrated Mining"
"DORM_nasdaq","Engine &amp; Powertrain Systems"
"HILL_nasdaq","Storage Devices"
"DBLE_nasdaq","Oil &amp; Gas Exploration and Production - NEC"
"DBLEP_nasdaq","Oil &amp; Gas Exploration and Production - NEC"
"DOVR_nasdaq","Other Specialty Retailers - NEC"
"DRWI_nasdaq","Electronic Component"
"DWA_nasdaq","Movie, TV Production &amp; Distribution"
"DRYS_nasdaq","Deep Sea Freight"
"DSKX_nasdaq","Personal Products - NEC"
"DSPG_nasdaq","Broadcasting Equipment"
"DTSI_nasdaq","Entertainment Production - NEC"
"DNKN_nasdaq","Caf�s"
"DRTX_nasdaq","Biotechnology &amp; Medical Research - NEC"
"DRRX_nasdaq","Bio Therapeutic Drugs"
"DXPE_nasdaq","Industrial Machinery &amp; Equipment - NEC"
"DYAX_nasdaq","Bio Therapeutic Drugs"
"BOOM_nasdaq","Steel - NEC"
"DRCO_nasdaq","IT Services &amp; Consulting - NEC"
"DYSL_nasdaq","Glasses, Spectacles &amp; Contact lenses"
"DYNT_nasdaq","Advanced Medical Equipment &amp; Technology - NEC"
"DVAX_nasdaq","Bio Therapeutic Drugs"
"ETFC_nasdaq","Investment Banking &amp; Brokerage Services - NEC"
"EOPN_nasdaq","Cloud Computing Services"
"EBMT_nasdaq","Banks - NEC"
"EGBN_nasdaq","Commercial Banks"
"EGLE_nasdaq","Deep Sea Freight"
"EROC_nasdaq","Natural Gas Pipeline"
"ELNK_nasdaq","IT Services &amp; Consulting - NEC"
"EWBC_nasdaq","Banks - NEC"
"EML_nasdaq","Industrial Machinery &amp; Equipment - NEC"
"EIHI_nasdaq","Life &amp; Health Insurance - NEC"
"EVBS_nasdaq","Banks - NEC"
"EBAY_nasdaq","Business Support Services - NEC"
"EBIX_nasdaq","Enterprise Software"
"ELON_nasdaq","IT Services &amp; Consulting - NEC"
"ECHO_nasdaq","Integrated Logistics Operators"
"ECTE_nasdaq","Advanced Medical Equipment &amp; Technology - NEC"
"SATS_nasdaq","Communications &amp; Networking - NEC"
"EEI_nasdaq","Waste Management, Disposal &amp; Recycling Services"
"ECTY_nasdaq","Heavy Electrical Equipment - NEC"
"EDAC_nasdaq","Aircraft Parts Manufacturing - NEC"
"EDAP_nasdaq","Advanced Medical Equipment &amp; Technology - NEC"
"EDGW_nasdaq","IT Services &amp; Consulting - NEC"
"EDMC_nasdaq","General Education Services"
"EDUC_nasdaq","Book Publishing"
"EVAC_nasdaq","Industrial Machinery &amp; Equipment - NEC"
"EFUT_nasdaq","Software - NEC"
"EGAN_nasdaq","IT Services &amp; Consulting - NEC"
"EHTH_nasdaq","Life Insurance"
"BAGL_nasdaq","Restaurants &amp; Bars - NEC"
"EMITF_nasdaq","Real Estate Development &amp; Operations - NEC"
"ESLT_nasdaq","Aerospace &amp; Defense - NEC"
"ESYS_nasdaq","Electronic Component"
"ELRC_nasdaq","Consumer Goods Rental"
"ESIO_nasdaq","Electronic Component"
"EA_nasdaq","Toys &amp; Juvenile Products - NEC"
"EFII_nasdaq","Computer Hardware - NEC"
"ELSE_nasdaq","Testing &amp; Measuring Equipment"
"RDEN_nasdaq","Cosmetics &amp; Perfumes"
"ESBK_nasdaq","Commercial Banks"
"LONG_nasdaq","Travel Agents"
"ELTK_nasdaq","Integrated Circuits"
"EMCI_nasdaq","Property &amp; Casualty Insurance - NEC"
"EMCF_nasdaq","Commercial Banks"
"EMKR_nasdaq","Communications &amp; Networking - NEC"
"EMMS_nasdaq","Radio Broadcasting"
"NYNY_nasdaq","Casinos &amp; Gaming - NEC"
"ERS_nasdaq","Steel - NEC"
"ENTA_nasdaq","Biotechnology &amp; Medical Research - NEC"
"ECPG_nasdaq","Consumer Leasing"
"WIRE_nasdaq","Wires &amp; Cables"
"ENDP_nasdaq","Generic Pharmaceuticals"
"ECYT_nasdaq","Bio Therapeutic Drugs"
"ELGX_nasdaq","Advanced Medical Equipment &amp; Technology - NEC"
"ERII_nasdaq","Industrial Machinery"
"EXXI_nasdaq","Oil Exploration &amp; Production - Offshore"
"ENOC_nasdaq","Business Support Services - NEC"
"ENG_nasdaq","Construction &amp; Engineering - NEC"
"ENPH_nasdaq","Electronic Component"
"ESGR_nasdaq","Multiline Insurance &amp; Brokers - NEC"
"ENTG_nasdaq","Semiconductor Equipment &amp; Testing - NEC"
"ETRM_nasdaq","Advanced Medical Equipment &amp; Technology - NEC"
"EBTC_nasdaq","Banks - NEC"
"EFSC_nasdaq","Commercial Banks"
"EGT_nasdaq","Industrial Machinery"
"ENMD_nasdaq","Biotechnology &amp; Medical Research - NEC"
"ENTR_nasdaq","Integrated Circuits"
"ENVI_nasdaq","Communications &amp; Networking - NEC"
"ENZN_nasdaq","Bio Therapeutic Drugs"
"EONC_nasdaq","Phones &amp; Smart Phones"
"EPIQ_nasdaq","IT Services &amp; Consulting - NEC"
"PLUS_nasdaq","IT Services &amp; Consulting - NEC"
"EQIX_nasdaq","IT Services &amp; Consulting - NEC"
"EAC_nasdaq","Commercial Aircraft Manufacturing"
"ERIC_nasdaq","Communications &amp; Networking - NEC"
"ERIE_nasdaq","Property &amp; Casualty Insurance - NEC"
"ESBF_nasdaq","Banks - NEC"
"ESCA_nasdaq","Sporting &amp; Outdoor Goods"
"ESMC_nasdaq","Pharmaceuticals - NEC"
"ESSA_nasdaq","Banks - NEC"
"ESSX_nasdaq","Commercial Equipment Rental"
"CLWT_nasdaq","Purification &amp; Treatment Equipment"
"EEFT_nasdaq","Transaction &amp; Payment Services"
"ESEA_nasdaq","Deep Sea Freight"
"EVEP_nasdaq","Oil &amp; Gas Exploration and Production - NEC"
"EVOL_nasdaq","Software - NEC"
"EXA_nasdaq","Software - NEC"
"EXAS_nasdaq","Biotechnology &amp; Medical Research - NEC"
"EXAC_nasdaq","Medical Equipment, Supplies &amp; Distribution - NEC"
"EXAR_nasdaq","Semiconductors - NEC"
"EDS_nasdaq","Sportswear &amp; Outdoors Clothing"
"EXEL_nasdaq","Bio Therapeutic Drugs"
"EXFO_nasdaq","Testing &amp; Measuring Equipment"
"EXLS_nasdaq","Business Support Services - NEC"
"EXPE_nasdaq","Leisure &amp; Recreation - NEC"
"EXPD_nasdaq","Air Freight &amp; Logistics - NEC"
"EXPO_nasdaq","Business Support Services - NEC"
"EXLP_nasdaq","Natural Gas Distribution"
"EXTR_nasdaq","Network Equipment"
"EZCH_nasdaq","Semiconductors - NEC"
"EZPW_nasdaq","Consumer Lending - NEC"
"FFIV_nasdaq","IT Services &amp; Consulting - NEC"
"FB_nasdaq","Social Media &amp; Networking"
"FWM_nasdaq","Food Retail &amp; Distribution - NEC"
"FALC_nasdaq","Software - NEC"
"DAVE_nasdaq","Commercial Food Services"
"FARM_nasdaq","Coffee &amp; Tea"
"FFKT_nasdaq","Banks - NEC"
"FMNB_nasdaq","Banks - NEC"
"FARO_nasdaq","Electrical Components &amp; Equipment - NEC"
"FAST_nasdaq","Industrial Machinery &amp; Equipment Wholesale"
"FBSS_nasdaq","Commercial Banks"
"FBRC_nasdaq","Brokerage Services"
"FDML_nasdaq","Auto, Truck &amp; Motorcycle Parts - NEC"
"FNHC_nasdaq","Property &amp; Casualty Insurance - NEC"
"FFCO_nasdaq","Banks - NEC"
"FEIC_nasdaq","Office Equipment - NEC"
"FHCO_nasdaq","Birth Control Products"
"ONEQ_nasdaq","Exchange Traded Funds - NEC"
"LION_nasdaq","Banks - NEC"
"FDUS_nasdaq","Closed End Funds"
"FRGI_nasdaq","Restaurants &amp; Bars - NEC"
"FSC_nasdaq","Private Equity"
"FITB_nasdaq","Commercial Banks"
"FNGN_nasdaq","Investment Management"
"FISI_nasdaq","Commercial Banks"
"FNSR_nasdaq","Communications &amp; Networking - NEC"
"FBNC_nasdaq","Banks - NEC"
"FNLC_nasdaq","Commercial Banks"
"BUSE_nasdaq","Banks - NEC"
"FBIZ_nasdaq","Commercial Banks"
"FCAL_nasdaq","Commercial Banks"
"FCVA_nasdaq","Commercial Banks"
"FCAP_nasdaq","Commercial Banks"
"FCFS_nasdaq","Consumer Lending - NEC"
"FCZA_nasdaq","Commercial Banks"
"FCNCA_nasdaq","Banks - NEC"
"FCLF_nasdaq","Banks - NEC"
"FCBC_nasdaq","Commercial Banks"
"FCCO_nasdaq","Commercial Banks"
"FBNK_nasdaq","Banks - NEC"
"FDEF_nasdaq","Banks - NEC"
"FFBH_nasdaq","Banks - NEC"
"FFNM_nasdaq","Commercial Banks"
"FFBC_nasdaq","Banks - NEC"
"FFIN_nasdaq","Commercial Banks"
"THFF_nasdaq","Property &amp; Casualty Insurance - NEC"
"FFCH_nasdaq","Banks - NEC"
"FFNW_nasdaq","Banks - NEC"
"FFKY_nasdaq","Banks - NEC"
"INBK_nasdaq","Banks - NEC"
"FIBK_nasdaq","Banks - NEC"
"FMFC_nasdaq","Banks - NEC"
"FRME_nasdaq","Banks - NEC"
"FMBI_nasdaq","Banks - NEC"
"FNFG_nasdaq","Banks - NEC"
"BANC_nasdaq","Banks - NEC"
"FSFG_nasdaq","Banks - NEC"
"FSGI_nasdaq","Banks - NEC"
"FSLR_nasdaq","Renewable Energy Equipment &amp; Services - NEC"
"FSBK_nasdaq","Banks - NEC"
"BICK_nasdaq","Exchange Traded Funds - NEC"
"CU_nasdaq","Exchange Traded Funds - NEC"
"PLTM_nasdaq","Exchange Traded Funds - NEC"
"QABA_nasdaq","Exchange Traded Funds - NEC"
"GRID_nasdaq","Exchange Traded Funds - NEC"
"QCLN_nasdaq","Investment Trusts"
"QQEW_nasdaq","Exchange Traded Funds - NEC"
"QQXT_nasdaq","Investment Trusts"
"QTEC_nasdaq","Investment Trusts"
"FUNC_nasdaq","Banks - NEC"
"FBMI_nasdaq","Commercial Banks"
"FCFC_nasdaq","Corporate Financial Services - NEC"
"SVVC_nasdaq","Investment Trusts"
"FMER_nasdaq","Commercial Banks"
"FSRV_nasdaq","Real Estate Services - NEC"
"FISV_nasdaq","IT Services &amp; Consulting - NEC"
"FSCI_nasdaq","Television Broadcasting"
"FIVE_nasdaq","Department Stores - NEC"
"FLML_nasdaq","Biotechnology &amp; Medical Research - NEC"
"FLXS_nasdaq","Furniture"
"FLEX_nasdaq","Semiconductors - NEC"
"FLIR_nasdaq","Communications &amp; Networking - NEC"
"FLOW_nasdaq","Industrial Machinery"
"FLDM_nasdaq","Medical Software &amp; Technology Services"
"FFIC_nasdaq","Banks - NEC"
"FMCN_nasdaq","Media Buying Agency"
"FONR_nasdaq","Advanced Medical Equipment &amp; Technology - NEC"
"VIFL_nasdaq","Agriculture Support Services"
"FES_nasdaq","Oil &amp; Gas Drilling - NEC"
"FORM_nasdaq","Semiconductors - NEC"
"FORTY_nasdaq","IT Services &amp; Consulting - NEC"
"FORR_nasdaq","Computer Programming"
"FTNT_nasdaq","IT Services &amp; Consulting - NEC"
"FWRD_nasdaq","Air Freight &amp; Logistics - NEC"
"FORD_nasdaq","Handbags &amp; Luggage"
"FOSL_nasdaq","Watches"
"FWLT_nasdaq","Construction &amp; Engineering - NEC"
"FXCB_nasdaq","Commercial Banks"
"FRAN_nasdaq","Apparel &amp; Accessories Retailers - NEC"
"FELE_nasdaq","Electrical Components &amp; Equipment - NEC"
"FRNK_nasdaq","Commercial Banks"
"FRED_nasdaq","Discount Stores with groceries"
"FREE_nasdaq","Marine Freight &amp; Logistics - NEC"
"RAIL_nasdaq","Locomotive Engines &amp; Rolling Stock"
"FEIM_nasdaq","Electronic Equipment &amp; Parts - NEC"
"FFN_nasdaq","Social Media &amp; Networking"
"FTR_nasdaq","Integrated Telecommunications Services - NEC"
"FFEX_nasdaq","Freight Trucking"
"FSBW_nasdaq","Banks - NEC"
"FSYS_nasdaq","Engine &amp; Powertrain Systems"
"FTEK_nasdaq","Purification &amp; Treatment Equipment"
"FCEL_nasdaq","Stationary Fuel Cells"
"FULL_nasdaq","Closed End Funds"
"FLL_nasdaq","Hotels &amp; Motels"
"FULT_nasdaq","Commercial Banks"
"FURX_nasdaq","Biotechnology &amp; Medical Research - NEC"
"FFHL_nasdaq","Non-Paper Containers &amp; Packaging - NEC"
"FXEN_nasdaq","Oil &amp; Gas Exploration and Production - NEC"
"GK_nasdaq","Business Support Services - NEC"
"WILC_nasdaq","Food Retail &amp; Distribution - NEC"
"GAIA_nasdaq","Other Specialty Retailers - NEC"
"GALE_nasdaq","Biotechnology &amp; Medical Research - NEC"
"GPIC_nasdaq","Gambling &amp; Gaming Machine Manufacturers"
"GRMN_nasdaq","Communications &amp; Networking - NEC"
"GARS_nasdaq","Closed End Funds"
"GKNT_nasdaq","E-commerce &amp; Auction Services"
"GENC_nasdaq","Testing &amp; Measuring Equipment"
"GNCMA_nasdaq","Wired Telecommunications Carriers"
"GFN_nasdaq","Business Support Services - NEC"
"GENE_nasdaq","Biotechnology &amp; Medical Research - NEC"
"GNMK_nasdaq","Advanced Medical Equipment &amp; Technology - NEC"
"GHDX_nasdaq","Biotechnology &amp; Medical Research - NEC"
"GNTX_nasdaq","Automotive Accessories"
"THRM_nasdaq","Auto, Truck &amp; Motorcycle Parts - NEC"
"GENT_nasdaq","Biotechnology &amp; Medical Research - NEC"
"GTIV_nasdaq","Home Healthcare Services"
"GNVC_nasdaq","Biotechnology &amp; Medical Research - NEC"
"GEOS_nasdaq","Oil Related Services and Equipment - NEC"
"GABC_nasdaq","Commercial Banks"
"GERN_nasdaq","Bio Therapeutic Drugs"
"GEVO_nasdaq","Renewable Fuels - NEC"
"ROCK_nasdaq","Steel - NEC"
"GIGM_nasdaq","Internet Gaming"
"GIGA_nasdaq","Testing &amp; Measuring Equipment"
"GIII_nasdaq","Apparel &amp; Accessories - NEC"
"GILT_nasdaq","Communications &amp; Networking - NEC"
"GILD_nasdaq","Bio Therapeutic Drugs"
"GIVN_nasdaq","Medical Equipment, Supplies &amp; Distribution - NEC"
"GBCI_nasdaq","Banks - NEC"
"GLAD_nasdaq","Closed End Funds"
"GLADP_nasdaq","Closed End Funds"
"GOOD_nasdaq","Commercial REITs - NEC"
"GAIN_nasdaq","Closed End Funds"
"LAND_nasdaq","Real Estate Development &amp; Operations - NEC"
"GLCH_nasdaq","Wealth Management"
"GLBZ_nasdaq","Commercial Banks"
"GBLI_nasdaq","Property &amp; Casualty Insurance - NEC"
"GLPW_nasdaq","Heating, Ventilation &amp; Air Conditioning Systems"
"GSOL_nasdaq","Consumer Publishing - NEC"
"QQQC_nasdaq","Investment Trusts"
"GAI_nasdaq","Electrical Components &amp; Equipment - NEC"
"GSM_nasdaq","Steel - NEC"
"GCOM_nasdaq","Communications &amp; Networking - NEC"
"GLBS_nasdaq","Marine Freight &amp; Logistics - NEC"
"GLUU_nasdaq","Mobile System Software"
"GLNG_nasdaq","LNG Transportation &amp; Storage"
"GMLP_nasdaq","LNG Transportation &amp; Storage"
"GLDC_nasdaq","Food Processing - NEC"
"GBDC_nasdaq","Closed End Funds"
"GTIM_nasdaq","Restaurants &amp; Bars - NEC"
"GOOG_nasdaq","Search Engines"
"GMAN_nasdaq","Department Stores - NEC"
"LOPE_nasdaq","General Education Services"
"GRVY_nasdaq","Toys &amp; Juvenile Products - NEC"
"GLDD_nasdaq","Water &amp; Sewage Construction"
"GSBC_nasdaq","Commercial Banks"
"GMCR_nasdaq","Coffee &amp; Tea"
"GPRE_nasdaq","Industrial Gas"
"GCBC_nasdaq","Commercial Banks"
"GLRE_nasdaq","Reinsurance - NEC"
"GRIF_nasdaq","Nursery &amp; Garden Centers"
"GRPN_nasdaq","Internet &amp; Mail Order Discount Stores"
"OMAB_nasdaq","Airport Services - NEC"
"GGAL_nasdaq","Banks - NEC"
"GSIG_nasdaq","Electronic Component"
"GSIT_nasdaq","Memory Chips (RAM)"
"GSVC_nasdaq","Closed End Funds"
"GTAT_nasdaq","Industrial Machinery"
"GTXI_nasdaq","Biotechnology &amp; Medical Research - NEC"
"GPRC_nasdaq","Commodity Chemicals - NEC"
"GBNK_nasdaq","Banks - NEC"
"GFED_nasdaq","Banks - NEC"
"GUID_nasdaq","IT Services &amp; Consulting - NEC"
"GIFI_nasdaq","Oil Related Services and Equipment - NEC"
"GURE_nasdaq","Commodity Chemicals - NEC"
"GPOR_nasdaq","Oil &amp; Gas Exploration and Production - NEC"
"GYRO_nasdaq","Diversified REITs"
"HEES_nasdaq","Consumer Goods Rental"
"HNRG_nasdaq","Coal - NEC"
"HALL_nasdaq","Property &amp; Casualty Insurance - NEC"
"HALO_nasdaq","Magazine Publishing"
"HBK_nasdaq","Commercial Banks"
"HBNK_nasdaq","Banks - NEC"
"HMPR_nasdaq","Banks - NEC"
"HBHC_nasdaq","Commercial Banks"
"HNH_nasdaq","Iron, Steel Mills &amp; Foundries"
"HAFC_nasdaq","Banks - NEC"
"HNSN_nasdaq","Advanced Medical Equipment &amp; Technology - NEC"
"HSOL_nasdaq","Renewable Energy Equipment &amp; Services - NEC"
"HDNG_nasdaq","Machine Tools"
"HLIT_nasdaq","Entertainment Production - NEC"
"TINY_nasdaq","Venture Capital"
"HPOL_nasdaq","Marketing Consulting Services"
"HBIO_nasdaq","Advanced Medical Equipment &amp; Technology - NEC"
"HAS_nasdaq","Toys &amp; Juvenile Products - NEC"
"HAST_nasdaq","Book &amp; Magazine Retailers"
"HAUP_nasdaq","Computer Peripherals"
"HA_nasdaq","Airlines - NEC"
"HCOM_nasdaq","Wireless Telecom"
"HWKN_nasdaq","Diversified Chemicals"
"HWBK_nasdaq","Commercial Banks"
"HAYN_nasdaq","Iron, Steel Mills &amp; Foundries"
"HIIQ_nasdaq","Health Insurance"
"HCSG_nasdaq","Cleaning Services"
"HSTM_nasdaq","Healthcare Facilities &amp; Services - NEC"
"HWAY_nasdaq","Hospitals, Clinics &amp; Primary Care Services"
"HTLD_nasdaq","Freight Trucking"
"HTLF_nasdaq","Commercial Banks"
"HTWR_nasdaq","Medical Devices &amp; Implants"
"HSII_nasdaq","Executive Search Services"
"HELE_nasdaq","Tools &amp; Housewares"
"HMTV_nasdaq","Cable Service Providers"
"HSIC_nasdaq","Medical Equipment Wholesale"
"HERO_nasdaq","Oil &amp; Gas Drilling - NEC"
"HTBK_nasdaq","Commercial Banks"
"HFWA_nasdaq","Commercial Banks"
"HBOS_nasdaq","Commercial Banks"
"HEOP_nasdaq","Commercial Banks"
"HCCI_nasdaq","Waste Management, Disposal &amp; Recycling Services"
"MLHR_nasdaq","Office Furniture"
"HSKA_nasdaq","Veterinary Medical Equipment &amp; Supplies"
"HFFC_nasdaq","Banks - NEC"
"HTWO_nasdaq","Shell Companies"
"HIBB_nasdaq","Sports &amp; Outdoors Retailers"
"HTCO_nasdaq","Wired Telecommunications Carriers"
"HIHO_nasdaq","Metal Service Centers"
