"index","ticker","year","quarter","QuarterHeading","QuarterRange","QuarterCountperRange","DateString","CurrencyHeader","Net Income/Starting Line","Depreciation/Depletion","Amortization","Deferred Taxes","Non-Cash Items","Changes in Working Capital","Cash from Operating Activities","Capital Expenditures","Other Investing Cash Flow Items, Total","Cash from Investing Activities","Financing Cash Flow Items","Total Cash Dividends Paid","Issuance (Retirement) of Stock, Net","Issuance (Retirement) of Debt, Net","Cash from Financing Activities","Foreign Exchange Effects","Net Change in Cash","Cash Interest Paid, Supplemental","Cash Taxes Paid, Supplemental"
"3195","CETV_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-426.84445","89.18727","309.72604","-23.75791","300.15295","-302.5681","-54.104218","-31.326994","0.41513106","-30.907066","-0.936038","0.0","360.89655","-293.08832","66.862305","-1.2072575","-19.351135","53.328495","3.2817535"
"3203","CFBK_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-3.2662873","0.23109917","0.57880175","0.0","0.27937078","0.9013482","-1.2804623","-0.04975462","-23.598555","-23.64831","14.402903","0.0","0.0","0.0","14.402903","0.0","-10.535759","0.9495082","0.0"
"3211","CENT_nasdaq","2013","2","9 months ending 2013-06-29","days","366.00143","2013-06-29","In Millions of USD (except for per share items)","27.573143","31.82522","0.0","12.887829","13.994518","-128.7718","-42.50106","-29.546038","-1.1935799","-30.742165","0.20003557","-0.4382466","-7.836319","63.078903","54.996956","-0.36427546","-18.603134","33.2352","-2.051096"
"3219","CENTA_nasdaq","2013","2","9 months ending 2013-06-29","days","366.00143","2013-06-29","In Millions of USD (except for per share items)","27.573143","31.82522","0.0","12.887829","13.994518","-128.7718","-42.50106","-29.546038","-1.1935799","-30.742165","0.20003557","-0.4382466","-7.836319","63.078903","54.996956","-0.36427546","-18.603134","33.2352","-2.051096"
"3227","CVCY_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","6.868558","0.9888368","8.46636","-0.3197699","-0.9885359","-4.3230996","10.692349","-1.3011693","-22.518438","-23.819609","2.7699013","-1.5406091","0.71062577","0.0","1.9399185","0.0","-11.187342","0.0","1.5361378"
"3235","CENX_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-44.178814","60.726295","0.0","0.77967125","-5.7048774","30.032715","41.654987","-25.398443","-61.46188","-86.86032","-5.0739346","0.0","-2.014081","-3.2342622","-10.322277","0.0","-55.542595","21.465405","35.127712"
"3243","CNBKA_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","19.098751","6.313406","0.0","-1.8811752","0.0","-9.124297","14.401588","-2.8440197","-380.0948","-382.9289","404.4405","-2.1940875","0.19243957","-42.77314","359.67078","0.0","-8.866425","0.0","3.2401834"
"3250","CNTY_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","7.346077","5.382966","0.0","-1.3706161","-1.8235035","-2.1168685","7.4180555","-3.2219296","-5.203138","-8.425068","-0.15287672","0.0","0.12739727","4.6035957","4.5781164","-0.40280947","3.153308","0.44362122","2.0744288"
"3258","CPHD_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-16.41364","15.122606","5.6431355","0.0","26.427032","-24.51392","6.2703094","-32.767838","-15.771312","-48.539146","0.0","0.0","23.14639","-0.73070824","22.415684","-0.5688664","-20.431911","0.061150685","0.53506845"
"3266","CRNT_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-33.342567","15.344206","0.0","-0.3770959","4.1412306","12.003609","-2.2207265","-15.020176","8.71782","-6.3023562","0.0","0.0","1.5145276","14.923575","16.43301","-0.8524298","7.0625925","1.0752329","1.1873424"
"3274","CERE_nasdaq","2013","-1","9 months ending 2013-05-31","days","365.67056","2013-05-31","In Millions of USD (except for per share items)","-31.631271","2.0042577","0.0","0.0","3.1062455","-1.7753271","-28.296099","-1.0870354","7.8812714","6.794235","0.0","0.0","17.456547","-2.137806","15.3162","-0.3376162","-6.52328","0.096821934","0.0"
